Personal Data,,,,,,,,Endorsement Data,,,Electoral Data,,,Factchecking Columns,,,
Candidate,Incumbent,Open Primary,State,Primary Date,Office,District,Gender,Trump,E-PAC,Winning for Women,Primary %,Primary Outcome,Chance of Winning (Nov 3),"Checked? (not H, J, K, L)",,Man vs. Woman?,"Checked? inc. H, J, K, P"
Harry Haas,No,Yes,Pennsylvania,6/2/2020,Representative,8,Male,N/A,N/A,N/A,9,Lost,,,PennsylvaniaRepresentative8,No,
Mike Marsicano,No,Yes,Pennsylvania,6/2/2020,Representative,8,Male,N/A,N/A,N/A,13,Lost,,,PennsylvaniaRepresentative8,No,
Dan Meuser,Yes,No,Pennsylvania,6/2/2020,Representative,9,Male,Yes,N/A,N/A,100,Won,,yes,PennsylvaniaRepresentative9,No,
Scott Perry,Yes,No,Pennsylvania,6/2/2020,Representative,10,Male,Yes,N/A,N/A,100,Won,,yes,PennsylvaniaRepresentative10,No,
Lloyd Smucker,Yes,No,Pennsylvania,6/2/2020,Representative,11,Male,Yes,N/A,N/A,100,Won,,yes,PennsylvaniaRepresentative11,No,
Fred Keller,Yes,No,Pennsylvania,6/2/2020,Representative,12,Male,Yes,N/A,N/A,100,Won,,yes,PennsylvaniaRepresentative12,No,
John Joyce,Yes,No,Pennsylvania,6/2/2020,Representative,13,Male,Yes,N/A,N/A,100,Won,,yes,PennsylvaniaRepresentative13,No,
Guy Reschenthaler,Yes,No,Pennsylvania,6/2/2020,Representative,14,Male,Yes,N/A,N/A,100,Won,,yes,PennsylvaniaRepresentative14,No,
Glenn Thompson,Yes,No,Pennsylvania,6/2/2020,Representative,15,Male,Yes,N/A,N/A,100,Won,,yes,PennsylvaniaRepresentative15,No,
Mike Kelly,Yes,No,Pennsylvania,6/2/2020,Representative,16,Male,Yes,N/A,N/A,100,Won,,yes,PennsylvaniaRepresentative16,No,
Sean Parnell,No,Yes,Pennsylvania,6/2/2020,Representative,17,Male,Yes,N/A,N/A,100,Won,,yes,PennsylvaniaRepresentative17,No,
Luke Negron,No,Yes,Pennsylvania,6/2/2020,Representative,18,Male,N/A,N/A,N/A,100,Won,,,PennsylvaniaRepresentative18,No,
Mike Rounds,Yes,No,South Dakota,6/2/2020,Senator,N/A,Male,Yes,N/A,N/A,75,Won,,yes,South DakotaSenatorN/A,Yes,
Scyller Borglum,No,No,South Dakota,6/2/2020,Senator,N/A,Female,No,N/A,N/A,25,Lost,,,South DakotaSenatorN/A,Yes,yes
Dusty Johnson,Yes,No,South Dakota,6/2/2020,Representative,At-Large,Male,Yes,N/A,N/A,77,Won,,yes,South DakotaRepresentativeAt-Large,Yes,
Liz Marty May,No,No,South Dakota,6/2/2020,Representative,At-Large,Female,No,N/A,N/A,23,Lost,,,South DakotaRepresentativeAt-Large,Yes,yes
Paul Romero Jr.,No,Yes,Oregon,5/19/2020,Senator,N/A,Male,N/A,N/A,N/A,30,Lost,,,OregonSenatorN/A,Yes,
Robert Schwartz,No,Yes,Oregon,5/19/2020,Senator,N/A,Male,N/A,N/A,N/A,11,Lost,,,OregonSenatorN/A,Yes,
Jo Rae Perkins,No,Yes,Oregon,5/19/2020,Senator,N/A,Female,N/A,N/A,N/A,49,Won,,,OregonSenatorN/A,Yes,yes
John Verbeek,No,Yes,Oregon,5/19/2020,Senator,N/A,Male,N/A,N/A,N/A,8,Lost,,,OregonSenatorN/A,Yes,
Army Murray,No,Yes,Oregon,5/19/2020,Representative,1,Female,N/A,N/A,N/A,42,Lost,,,OregonRepresentative1,Yes,yes
Chris Christensen,No,Yes,Oregon,5/19/2020,Representative,1,Male,N/A,N/A,N/A,56,Won,,,OregonRepresentative1,Yes,
Mark Roberts,No,Yes,Oregon,5/19/2020,Representative,2,Male,N/A,N/A,N/A,1,Lost,,,OregonRepresentative2,No,
Knute Buehler,No,Yes,Oregon,5/19/2020,Representative,2,Male,N/A,N/A,N/A,22,Lost,,,OregonRepresentative2,No,
Cliff Bentz,No,Yes,Oregon,5/19/2020,Representative,2,Male,N/A,N/A,N/A,31,Won,,,OregonRepresentative2,No,
Ken Medenbach,No,Yes,Oregon,5/19/2020,Representative,2,Male,N/A,N/A,N/A,0,Lost,,,OregonRepresentative2,No,
Jeff Smith,No,Yes,Oregon,5/19/2020,Representative,2,Male,N/A,N/A,N/A,2,Lost,,,OregonRepresentative2,No,
Travis Fager,No,Yes,Oregon,5/19/2020,Representative,2,Male,N/A,N/A,N/A,4,Lost,,,OregonRepresentative2,No,
Justin Livingston,No,Yes,Oregon,5/19/2020,Representative,2,Male,N/A,N/A,N/A,1,Lost,,,OregonRepresentative2,No,
Jimmy Crumpacker,No,Yes,Oregon,5/19/2020,Representative,2,Male,N/A,N/A,N/A,18,Lost,,,OregonRepresentative2,No,
Glenn Carey,No,Yes,Oregon,5/19/2020,Representative,2,Male,N/A,N/A,N/A,0,Lost,,,OregonRepresentative2,No,
David Campbell,No,Yes,Oregon,5/19/2020,Representative,2,Male,N/A,N/A,N/A,0,Lost,,,OregonRepresentative2,No,
Jason Atkinson,No,Yes,Oregon,5/19/2020,Representative,2,Male,N/A,N/A,N/A,19,Lost,,,OregonRepresentative2,No,
Frank Hecker,No,Yes,Oregon,5/19/2020,Representative,3,Male,N/A,N/A,N/A,12,Lost,,,OregonRepresentative3,Yes,
Tom Harrison,No,Yes,Oregon,5/19/2020,Representative,3,Male,N/A,N/A,N/A,23,Lost,,,OregonRepresentative3,Yes,
Joanna Harbour,No,Yes,Oregon,5/19/2020,Representative,3,Female,N/A,N/A,N/A,63,Won,,,OregonRepresentative3,Yes,yes
Alek Skarlatos,No,Yes,Oregon,5/19/2020,Representative,4,Male,N/A,N/A,N/A,86,Won,,,OregonRepresentative4,No,
Nelson Ijih,No,Yes,Oregon,5/19/2020,Representative,4,Male,N/A,N/A,N/A,13,Lost,,,OregonRepresentative4,No,
Angela Roman,No,Yes,Oregon,5/19/2020,Representative,5,Female,N/A,N/A,N/A,8,Lost,,,OregonRepresentative5,Yes,yes
Amy Ryan Courser,No,Yes,Oregon,5/19/2020,Representative,5,Female,N/A,N/A,N/A,53,Won,,,OregonRepresentative5,Yes,yes
G. Shane Dinkel,No,Yes,Oregon,5/19/2020,Representative,5,Male,N/A,N/A,N/A,20,Lost,,,OregonRepresentative5,Yes,
Joey Nations,No,Yes,Oregon,5/19/2020,Representative,5,Male,N/A,N/A,N/A,17,Lost,,,OregonRepresentative5,Yes,
Ben Sasse,Yes,No,Nebraska,5/12/2020,Senator,N/A,Male,Yes,N/A,N/A,75,Won,,yes (corrected name),NebraskaSenatorN/A,No,
Matt Innis,No,No,Nebraska,5/12/2020,Senator,N/A,Male,No,N/A,N/A,25,Lost,,,NebraskaSenatorN/A,No,
Jeff Fortenberry,Yes,No,Nebraska,5/12/2020,Representative,1,Male,Yes,N/A,N/A,100,Won,,yes,NebraskaRepresentative1,No,
Don Bacon,Yes,No,Nebraska,5/12/2020,Representative,2,Male,Yes,N/A,N/A,91,Won,,yes,NebraskaRepresentative2,No,
Paul Anderson,No,No,Nebraska,5/12/2020,Representative,2,Male,No,N/A,N/A,9,Lost,,,NebraskaRepresentative2,No,
Larry Bolinger,No,No,Nebraska,5/12/2020,Representative,3,Male,No,N/A,N/A,3,Lost,,,NebraskaRepresentative3,No,
Adrian Smith,Yes,No,Nebraska,5/12/2020,Representative,3,Male,Yes,N/A,N/A,83,Won,,yes,NebraskaRepresentative3,No,
William Elfgren,No,No,Nebraska,5/12/2020,Representative,3,Male,No,N/A,N/A,3,Lost,,,NebraskaRepresentative3,No,
Justin Moran,No,No,Nebraska,5/12/2020,Representative,3,Male,No,N/A,N/A,5,Lost,,,NebraskaRepresentative3,No,
Arron Kowalski,No,No,Nebraska,5/12/2020,Representative,3,Male,No,N/A,N/A,6,Lost,,,NebraskaRepresentative3,No,
Steve Chabot,Yes,No,Ohio,4/28/2020,Representative,1,Male,N/A,N/A,N/A,100,Won,,,OhioRepresentative1,No,
H. Robert Harris,No,No,Ohio,4/28/2020,Representative,2,Male,No,N/A,N/A,6,Lost,,,OhioRepresentative2,No,
Brad Wenstrup,Yes,No,Ohio,4/28/2020,Representative,2,Male,Yes,N/A,N/A,94,Won,,yes,OhioRepresentative2,No,
Cleophus Dulaney,No,Yes,Ohio,4/28/2020,Representative,3,Male,N/A,N/A,N/A,14,Lost,,,OhioRepresentative3,No,
Mark Richardson,No,Yes,Ohio,4/28/2020,Representative,3,Male,N/A,N/A,N/A,86,Won,,,OhioRepresentative3,No,
Jim Jordan,Yes,No,Ohio,4/28/2020,Representative,4,Male,N/A,N/A,N/A,100,Won,,,OhioRepresentative4,No,
Bob Latta,Yes,No,Ohio,4/28/2020,Representative,5,Male,N/A,N/A,N/A,100,Won,,,OhioRepresentative5,No,
Bill Johnson,Yes,No,Ohio,4/28/2020,Representative,6,Male,Yes,N/A,N/A,87,Won,,yes,OhioRepresentative6,No,
Kenneth Morgan,No,No,Ohio,4/28/2020,Representative,6,Male,No,N/A,N/A,13,Lost,,,OhioRepresentative6,No,
Bob Gibbs,Yes,No,Ohio,4/28/2020,Representative,7,Male,N/A,N/A,N/A,100,Won,,,OhioRepresentative7,No,
Warren Davidson,Yes,No,Ohio,4/28/2020,Representative,8,Male,Yes,N/A,N/A,91,Won,,yes,OhioRepresentative8,No,
Edward Meer,No,No,Ohio,4/28/2020,Representative,8,Male,No,N/A,N/A,9,Lost,,,OhioRepresentative8,No,
Charles Barrett,No,Yes,Ohio,4/28/2020,Representative,9,Male,N/A,N/A,N/A,8,Lost,,,OhioRepresentative9,No,
Tim Connors,No,Yes,Ohio,4/28/2020,Representative,9,Male,N/A,N/A,N/A,11,Lost,,,OhioRepresentative9,No,
Timothy P. Corrigan,No,Yes,Ohio,4/28/2020,Representative,9,Male,N/A,N/A,N/A,21,Lost,,,OhioRepresentative9,No,
Rob Weber,No,Yes,Ohio,4/28/2020,Representative,9,Male,N/A,N/A,N/A,60,Won,,,OhioRepresentative9,No,
John Anderson,No,No,Ohio,4/28/2020,Representative,10,Male,No,N/A,N/A,8,Lost,,,OhioRepresentative10,Yes,
Kathi Flanders,No,No,Ohio,4/28/2020,Representative,10,Female,No,N/A,N/A,6,Lost,,,OhioRepresentative10,Yes,yes
Mike Turner,Yes,No,Ohio,4/28/2020,Representative,10,Male,Yes,N/A,N/A,86,Won,,yes,OhioRepresentative10,Yes,
Laverne Gore,No,Yes,Ohio,4/28/2020,Representative,11,Female,N/A,N/A,N/A,47,Won,,,OhioRepresentative11,Yes,yes
Jonah Schulz,No,Yes,Ohio,4/28/2020,Representative,11,Male,N/A,N/A,N/A,42,Lost,,,OhioRepresentative11,Yes,
Shalira Taylor,No,Yes,Ohio,4/28/2020,Representative,11,Female,N/A,N/A,N/A,11,Lost,,,OhioRepresentative11,Yes,yes
Troy Balderson,Yes,No,Ohio,4/28/2020,Representative,12,Male,Yes,N/A,N/A,84,Won,,yes,OhioRepresentative12,No,
Tim Day,No,No,Ohio,4/28/2020,Representative,12,Male,No,N/A,N/A,16,Lost,,,OhioRepresentative12,No,
Christina Hagan,No,Yes,Ohio,4/28/2020,Representative,13,Female,N/A,N/A,N/A,66,Won,,,OhioRepresentative13,Yes,yes
Duane Hennen,No,Yes,Ohio,4/28/2020,Representative,13,Male,N/A,N/A,N/A,4,Lost,,,OhioRepresentative13,Yes,
Lou Lyras,No,Yes,Ohio,4/28/2020,Representative,13,Male,N/A,N/A,N/A,12,Lost,,,OhioRepresentative13,Yes,
Richard Morckel,No,Yes,Ohio,4/28/2020,Representative,13,Male,N/A,N/A,N/A,3,Lost,,,OhioRepresentative13,Yes,
Jason Mormando,No,Yes,Ohio,4/28/2020,Representative,13,Male,N/A,N/A,N/A,1,Lost,,,OhioRepresentative13,Yes,
Robert Santos,No,Yes,Ohio,4/28/2020,Representative,13,Male,N/A,N/A,N/A,11,Lost,,,OhioRepresentative13,Yes,
Donald Truex,No,Yes,Ohio,4/28/2020,Representative,13,Male,N/A,N/A,N/A,4,Lost,,,OhioRepresentative13,Yes,
Dave Joyce,Yes,No,Ohio,4/28/2020,Representative,14,Male,Yes,N/A,N/A,83,Won,,yes,OhioRepresentative14,No,
Mark Pitrone,No,No,Ohio,4/28/2020,Representative,14,Male,No,N/A,N/A,17,Lost,,,OhioRepresentative14,No,
Shelby Hunt,No,No,Ohio,4/28/2020,Representative,15,Male,No,N/A,N/A,12,Lost,,,OhioRepresentative15,No,
Steve Stivers,Yes,No,Ohio,4/28/2020,Representative,15,Male,Yes,N/A,N/A,88,Won,,yes,OhioRepresentative15,No,
Anthony Gonzalez,Yes,No,Ohio,4/28/2020,Representative,16,Male,N/A,N/A,N/A,100,Won,,,OhioRepresentative16,No,
Mark Curran,No,Yes,Illinois,3/17/2020,Senator,N/A,Male,N/A,N/A,N/A,42,Won,,,IllinoisSenatorN/A,Yes,
Peggy Hubbard,No,Yes,Illinois,3/17/2020,Senator,N/A,Female,N/A,N/A,N/A,23,Lost,,,IllinoisSenatorN/A,Yes,yes
Robert Marshall,No,Yes,Illinois,3/17/2020,Senator,N/A,Male,N/A,N/A,N/A,15,Lost,,,IllinoisSenatorN/A,Yes,
Tom Tarter,No,Yes,Illinois,3/17/2020,Senator,N/A,Male,N/A,N/A,N/A,15,Lost,,,IllinoisSenatorN/A,Yes,
Casey Chlebek,No,Yes,Illinois,3/17/2020,Senator,N/A,Male,N/A,N/A,N/A,6,Lost,,,IllinoisSenatorN/A,Yes,
Philanise White,No,Yes,Illinois,3/17/2020,Representative,1,Female,N/A,N/A,N/A,100,Won,,,IllinoisRepresentative1,No,yes
Theresa Raborn,No,Yes,Illinois,3/17/2020,Representative,2,Female,N/A,N/A,N/A,100,Won,,,IllinoisRepresentative2,No,yes
Mike Fricilone,No,Yes,Illinois,3/17/2020,Representative,3,Male,N/A,N/A,N/A,57,Won,,,IllinoisRepresentative3,Yes,
Catherine O'Shea,No,Yes,Illinois,3/17/2020,Representative,3,Female,N/A,N/A,N/A,32,Lost,,,IllinoisRepresentative3,Yes,yes
Arthur Jones,No,Yes,Illinois,3/17/2020,Representative,3,Male,N/A,N/A,N/A,10,Lost,,,IllinoisRepresentative3,Yes,
Christopher Lasky,No,Yes,Illinois,3/17/2020,Representative,4,Male,N/A,N/A,N/A,100,Won,,,IllinoisRepresentative4,No,
Tommy Hanson,No,Yes,Illinois,3/17/2020,Representative,5,Male,N/A,N/A,N/A,83,Won,,,IllinoisRepresentative5,No,
Kimball Ladien,No,Yes,Illinois,3/17/2020,Representative,5,Male,N/A,N/A,N/A,17,Lost,,,IllinoisRepresentative5,No,
Jeanne Ives,No,Yes,Illinois,3/17/2020,Representative,6,Female,N/A,N/A,N/A,71,Won,,,IllinoisRepresentative6,Yes,yes
Jay Kinzler,No,Yes,Illinois,3/17/2020,Representative,6,Male,N/A,N/A,N/A,29,Lost,,,IllinoisRepresentative6,Yes,
Craig Cameron,No,Yes,Illinois,3/17/2020,Representative,7,Male,N/A,N/A,N/A,100,Won,,,IllinoisRepresentative7,No,
Sargis Sangari,No,Yes,Illinois,3/17/2020,Representative,9,Male,N/A,N/A,N/A,100,Won,,,IllinoisRepresentative9,No,
Valerie Ramirez Mukherjee,No,Yes,Illinois,3/17/2020,Representative,10,Female,N/A,N/A,N/A,100,Won,,,IllinoisRepresentative10,No,yes
Rick Laib,No,Yes,Illinois,3/17/2020,Representative,11,Male,N/A,N/A,N/A,54,Won,,,IllinoisRepresentative11,No,
Krishna Bansal,No,Yes,Illinois,3/17/2020,Representative,11,Male,N/A,N/A,N/A,46,Lost,,,IllinoisRepresentative11,No,
Mike Bost,Yes,No,Illinois,3/17/2020,Representative,12,Male,N/A,N/A,N/A,100,Won,,,IllinoisRepresentative12,No,
Rodney Davis,Yes,No,Illinois,3/17/2020,Representative,13,Male,N/A,N/A,N/A,100,Won,,,IllinoisRepresentative13,No,
Jim Oberweis,No,Yes,Illinois,3/17/2020,Representative,14,Male,N/A,N/A,N/A,26,Won,,,IllinoisRepresentative14,Yes,
Sue Rezin,No,Yes,Illinois,3/17/2020,Representative,14,Female,N/A,N/A,N/A,23,Lost,,,IllinoisRepresentative14,Yes,yes
Catalina Lauf,No,Yes,Illinois,3/17/2020,Representative,14,Female,N/A,N/A,N/A,20,Lost,,,IllinoisRepresentative14,Yes,yes
Ted Gradel,No,Yes,Illinois,3/17/2020,Representative,14,Male,N/A,N/A,N/A,13,Lost,,,IllinoisRepresentative14,Yes,
Jim Marter,No,Yes,Illinois,3/17/2020,Representative,14,Male,N/A,N/A,N/A,11,Lost,,,IllinoisRepresentative14,Yes,
Jerry Evans,No,Yes,Illinois,3/17/2020,Representative,14,Male,N/A,N/A,N/A,5,Lost,,,IllinoisRepresentative14,Yes,
Anthony Catella,No,Yes,Illinois,3/17/2020,Representative,14,Male,N/A,N/A,N/A,2,Lost,,,IllinoisRepresentative14,Yes,
Mary Miller,No,Yes,Illinois,3/17/2020,Representative,15,Female,N/A,Yes,N/A,57,Won,,,IllinoisRepresentative15,Yes,yes
Darren Duncan,No,Yes,Illinois,3/17/2020,Representative,15,Male,N/A,No,N/A,22,Lost,,,IllinoisRepresentative15,Yes,
Kerry Wolff,No,Yes,Illinois,3/17/2020,Representative,15,Male,N/A,No,N/A,13,Lost,,,IllinoisRepresentative15,Yes,
Chuck Ellington,No,Yes,Illinois,3/17/2020,Representative,15,Male,N/A,No,N/A,7,Lost,,,IllinoisRepresentative15,Yes,
Adam Kinzinger,Yes,No,Illinois,3/17/2020,Representative,16,Male,N/A,N/A,N/A,100,Won,,,IllinoisRepresentative16,No,
Esther Joy King,No,Yes,Illinois,3/17/2020,Representative,17,Female,N/A,N/A,N/A,65,Won,,,IllinoisRepresentative17,Yes,yes
Bill Fawell,No,Yes,Illinois,3/17/2020,Representative,17,Male,N/A,N/A,N/A,35,Lost,,,IllinoisRepresentative17,Yes,
Darin LaHood,Yes,No,Illinois,3/17/2020,Representative,18,Male,N/A,N/A,N/A,100,Won,,,IllinoisRepresentative18,No,
Cindy Hyde-Smith,Yes,No,Mississippi,3/10/2020,Senator,N/A,Female,Yes,N/A,Yes,100,Won,,yes,MississippiSenatorN/A,No,yes
Trent Kelly,Yes,No,Mississippi,3/10/2020,Representative,1,Male,N/A,N/A,N/A,100,Won,,,MississippiRepresentative1,No,
Thomas Carey,No,Yes,Mississippi,3/10/2020,Representative,2,Male,N/A,N/A,N/A,36,Lost,,,MississippiRepresentative2,No,
Brian Flowers,No,Yes,Mississippi,3/10/2020,Representative,2,Male,N/A,N/A,N/A,38,Won,,,MississippiRepresentative2,No,
B.C. Hammond,No,Yes,Mississippi,3/10/2020,Representative,2,Male,N/A,N/A,N/A,26,Lost,,,MississippiRepresentative2,No,
Michael Guest,Yes,No,Mississippi,3/10/2020,Representative,3,Male,Yes,N/A,N/A,90,Won,,yes,MississippiRepresentative3,No,
James Tulp,No,No,Mississippi,3/10/2020,Representative,3,Male,No,N/A,N/A,10,Lost,,,MississippiRepresentative3,No,
Carl Boyanton,No,No,Mississippi,3/10/2020,Representative,4,Male,No,N/A,N/A,9,Lost,,,MississippiRepresentative4,No,
Robert L. Deming III,No,No,Mississippi,3/10/2020,Representative,4,Male,No,N/A,N/A,14,Lost,,,MississippiRepresentative4,No,
Samuel Hickman,No,No,Mississippi,3/10/2020,Representative,4,Male,No,N/A,N/A,10,Lost,,,MississippiRepresentative4,No,
Steven Palazzo,Yes,No,Mississippi,3/10/2020,Representative,4,Male,Yes,N/A,N/A,67,Won,,yes,MississippiRepresentative4,No,
Stanley Adair,No,Yes,Alabama,3/3/2020,Senator,N/A,Male,No,N/A,N/A,1,Lost,,,AlabamaSenatorN/A,Yes,
Bradley Byrne,No,Yes,Alabama,3/3/2020,Senator,N/A,Male,No,N/A,N/A,25,Lost,,,AlabamaSenatorN/A,Yes,
Arnold Mooney,No,Yes,Alabama,3/3/2020,Senator,N/A,Male,No,N/A,N/A,1,Lost,,,AlabamaSenatorN/A,Yes,
Roy Moore,No,Yes,Alabama,3/3/2020,Senator,N/A,Male,No,N/A,N/A,7,Lost,,,AlabamaSenatorN/A,Yes,
Ruth Page Nelson,No,Yes,Alabama,3/3/2020,Senator,N/A,Female,No,N/A,N/A,1,Lost,,,AlabamaSenatorN/A,Yes,yes
Jeff Sessions,No,Yes,Alabama,3/3/2020,Senator,N/A,Male,No,N/A,N/A,32,Lost,,,AlabamaSenatorN/A,Yes,
Tommy Tuberville,No,Yes,Alabama,3/3/2020,Senator,N/A,Male,Yes,N/A,N/A,33,Won,,yes,AlabamaSenatorN/A,Yes,
Jerry Carl,No,Yes,Alabama,3/3/2020,Representative,1,Male,N/A,N/A,N/A,39,Won,,,AlabamaRepresentative1,No,
John Castorani,No,Yes,Alabama,3/3/2020,Representative,1,Male,N/A,N/A,N/A,1,Lost,,,AlabamaRepresentative1,No,
Bill Hightower,No,Yes,Alabama,3/3/2020,Representative,1,Male,N/A,N/A,N/A,37,Lost,,,AlabamaRepresentative1,No,
Wes Lambert,No,Yes,Alabama,3/3/2020,Representative,1,Male,N/A,N/A,N/A,3,Lost,,,AlabamaRepresentative1,No,
Chris Pringle,No,Yes,Alabama,3/3/2020,Representative,1,Male,N/A,N/A,N/A,19,Lost,,,AlabamaRepresentative1,No,
Thomas Brown Jr.,No,Yes,Alabama,3/3/2020,Representative,2,Male,N/A,N/A,No,1,Lost,,,AlabamaRepresentative2,Yes,
Jeff Coleman,No,Yes,Alabama,3/3/2020,Representative,2,Male,N/A,N/A,No,38,Lost,,,AlabamaRepresentative2,Yes,
Terri Hasdorff,No,Yes,Alabama,3/3/2020,Representative,2,Female,N/A,N/A,No,5,Lost,,,AlabamaRepresentative2,Yes,yes
Troy King,No,Yes,Alabama,3/3/2020,Representative,2,Male,N/A,N/A,No,15,Lost,,,AlabamaRepresentative2,Yes,
Barry Moore,No,Yes,Alabama,3/3/2020,Representative,2,Male,N/A,N/A,No,20,Won,,,AlabamaRepresentative2,Yes,
Bob Rogers,No,Yes,Alabama,3/3/2020,Representative,2,Male,N/A,N/A,No,1,Lost,,,AlabamaRepresentative2,Yes,
Jessica Taylor,No,Yes,Alabama,3/3/2020,Representative,2,Female,N/A,N/A,Yes,20,Lost,,,AlabamaRepresentative2,Yes,yes
Mike Rogers,Yes,No,Alabama,3/3/2020,Representative,3,Male,N/A,N/A,N/A,100,Won,,,AlabamaRepresentative3,No,
Robert Aderholt,Yes,No,Alabama,3/3/2020,Representative,4,Male,N/A,N/A,N/A,100,Won,,,AlabamaRepresentative4,No,
Mo Brooks,Yes,No,Alabama,3/3/2020,Representative,5,Male,Yes,N/A,N/A,75,Won,,yes,AlabamaRepresentative5,No,
Chris Lewis,No,No,Alabama,3/3/2020,Representative,5,Male,No,N/A,N/A,25,Lost,,,AlabamaRepresentative5,No,
Gary Palmer,Yes,No,Alabama,3/3/2020,Representative,6,Male,N/A,N/A,N/A,100,Won,,,AlabamaRepresentative6,No,
Tom Cotton,Yes,No,Arkansas,3/3/2020,Senator,N/A,Male,N/A,N/A,N/A,100,Won,,,ArkansasSenatorN/A,No,
Rick Crawford,Yes,No,Arkansas,3/3/2020,Representative,1,Male,N/A,N/A,N/A,100,Won,,,ArkansasRepresentative1,No,
French Hill,Yes,No,Arkansas,3/3/2020,Representative,2,Male,N/A,N/A,N/A,100,Won,,,ArkansasRepresentative2,No,
Steve Womack,Yes,No,Arkansas,3/3/2020,Representative,3,Male,N/A,N/A,N/A,100,Won,,,ArkansasRepresentative3,No,
Bruce Westerman,Yes,No,Arkansas,3/3/2020,Representative,4,Male,N/A,N/A,N/A,100,Won,,,ArkansasRepresentative4,No,
Doug LaMalfa,Yes,No,California,3/3/2020,Representative,1,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative1,No,
Dale K. Mensing,No,Yes,California,3/3/2020,Representative,2,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative2,No,
Sean Feucht,No,Yes,California,3/3/2020,Representative,3,Male,N/A,N/A,N/A,33,Lost,,,CaliforniaRepresentative3,Yes,
Tamika Hamilton,No,Yes,California,3/3/2020,Representative,3,Female,N/A,N/A,N/A,67,Advanced,,,CaliforniaRepresentative3,Yes,yes
Tom McClintock,Yes,No,California,3/3/2020,Representative,4,Male,Yes,N/A,N/A,87,Advanced,,yes,CaliforniaRepresentative4,Yes,
Julianne Benzel,No,No,California,3/3/2020,Representative,4,Female,No,N/A,N/A,7,Lost,,,CaliforniaRepresentative4,Yes,yes
Jamie Byers,No,No,California,3/3/2020,Representative,4,Male,No,N/A,N/A,3,Lost,,,CaliforniaRepresentative4,Yes,
Jacob Thomas,No,No,California,3/3/2020,Representative,4,Male,No,N/A,N/A,3,Lost,,,CaliforniaRepresentative4,Yes,
Scott Giblin,No,Yes,California,3/3/2020,Representative,5,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative5,No,
Sherwood Haisty,No,Yes,California,3/3/2020,Representative,6,Male,N/A,N/A,N/A,35,Lost,,,CaliforniaRepresentative6,Yes,
Chris Bish,No,Yes,California,3/3/2020,Representative,6,Female,N/A,N/A,N/A,65,Advanced,,,CaliforniaRepresentative6,Yes,yes
Jon Ivy,No,Yes,California,3/3/2020,Representative,7,Male,N/A,N/A,N/A,17,Lost,,,CaliforniaRepresentative7,No,
Buzz Patterson,No,Yes,California,3/3/2020,Representative,7,Male,N/A,N/A,N/A,83,Advanced,,,CaliforniaRepresentative7,No,
Tim Donnelly,No,Yes,California,3/3/2020,Representative,8,Male,No,N/A,N/A,35,Lost,,,CaliforniaRepresentative8,No,
Jerry Laws,No,Yes,California,3/3/2020,Representative,8,Male,No,N/A,N/A,2,Lost,,,CaliforniaRepresentative8,No,
Jay Obernolte,No,Yes,California,3/3/2020,Representative,8,Male,Yes,N/A,N/A,59,Advanced,,yes,CaliforniaRepresentative8,No,
Justin David Whitehead,No,Yes,California,3/3/2020,Representative,8,Male,No,N/A,N/A,2,Lost,,,CaliforniaRepresentative8,No,
Jeremy Staat,No,Yes,California,3/3/2020,Representative,8,Male,No,N/A,N/A,3,Lost,,,CaliforniaRepresentative8,No,
Tony Amador,No,Yes,California,3/3/2020,Representative,9,Male,N/A,N/A,N/A,70,Advanced,,,CaliforniaRepresentative9,No,
William Martinek,No,Yes,California,3/3/2020,Representative,9,Male,N/A,N/A,N/A,30,Lost,,,CaliforniaRepresentative9,No,
Ted Howze,No,Yes,California,3/3/2020,Representative,10,Male,N/A,N/A,N/A,68,Advanced,,,CaliforniaRepresentative10,Yes,
Bob Elliott,No,Yes,California,3/3/2020,Representative,10,Male,N/A,N/A,N/A,26,Lost,,,CaliforniaRepresentative10,Yes,
Marla Sousa Livengood,No,Yes,California,3/3/2020,Representative,10,Female,N/A,N/A,N/A,7,Lost,,,CaliforniaRepresentative10,Yes,yes
Nisha Sharma,No,Yes,California,3/3/2020,Representative,11,Female,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative11,No,yes
John Dennis,No,Yes,California,3/3/2020,Representative,12,Male,N/A,N/A,N/A,81,Lost,,,CaliforniaRepresentative12,Yes,
Deanna Lorraine,No,Yes,California,3/3/2020,Representative,12,Female,N/A,N/A,N/A,19,Lost,,,CaliforniaRepresentative12,Yes,yes
Nikka Piterman,No,Yes,California,3/3/2020,Representative,13,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative13,No,
Ran Petel,No,Yes,California,3/3/2020,Representative,14,Male,N/A,N/A,N/A,100,Advanced,,,CaliforniaRepresentative14,No,
Peter Y. Liu,No,Yes,California,3/3/2020,Representative,15,Male,N/A,N/A,N/A,31,Lost,,,CaliforniaRepresentative15,Yes,
Alison Hayden,No,Yes,California,3/3/2020,Representative,15,Female,N/A,N/A,N/A,69,Advanced,,,CaliforniaRepresentative15,Yes,yes
